item_id,russian_title,english_title
1a8db244dd2c,Кроссовки adidas superstar,Adidas superstar sneakers
1acdacd55f92,Обувница Сокол Шон тп-1,Shoe Cabinet Falcon Sean TP-1
1ae64fdf67cc,Ботинки весна р. 40,UPA-514 photographer
1b0a29868e2e,Джинсы,Jeans
1b116b0ef28f,"Студия, 34 м², 2/9 эт.","Studio, 34 m2, 2/9 FL."
1b16b12dc0cb,Sony xperia M2 d2302,Sony xperia M2 d2302
1b1733574b22,Педикюрная подставка для ноги,Pedicure foot rest
1b35d166143d,Зааненский козёл,Zaanen goat
1b37f5338c75,Люстра с одним плафоном,Chandelier with one interior light
1b3cb5bbdb11,Продам коляску brevi,Sell the stroller brevi
1b4a003e41f4,Вещи пакетом для девочки на полгода -год,Things pack for girls six months to a year
1b4c090b7347,Куплю дачу,Buy liberal scattering
1b521ef35e24,Женская обувь,Women's shoes
1b5c40211220,Урал,Ural
1b768529659e,Кулинария 1955 г. Госторгиздат,Suit sports new
1bac55bfcea9,Комбинезон для малышей весна (осень),Jumpsuit for kids spring (autumn)
1bb13aa4bf08,Футболки на 5-8лет,T-shirts for 5-8 years
1bcf9104c563,Память ноутбука DDR3 Samsung 4Gb M471B5173BH0-CH9,Laptop memory DDR3 Samsung 4Gb M471B5173BH0-CH9
1be9941067d5,"Салон красоты ""Elegant""","Beauty shop ""Elegant"""
1bed9812b9b5,GTA 5,GTA 5
1bf3ab6cf1ba,Нагрудник хоккейный,Hockey bib
1c0fa38a2108,Платье-туника,Tunic dress
1c11eb0e22a2,Босоножки,Barefoot person
1c1c1f61bf89,"Диван + кресло ""Ричард""","Sofa + armchair "" Richard"""
1c2a8c3ffd3f,Ботиночки зима,Boots winter
1c320ad2de65,Платье размер 46,Dress size 46
1c32feb2b09c,Прыгунки-тарзанка как новые!,Bungee jumpers like new!
1c416f817570,"1-к квартира, 30 м², 13/14 эт.","1-room apartment, 30 m2, 13/14 FL."
1c8743443801,Telefunken TF-LED32S16T2 новый,Handmade hares
1caa179e73bd,Сапоги зимние фирмы Geox р.37,Winter boots company Geox R. 37
1cc5244aa9c7,Продажа модуля для iPhone 6,Sale of module for iPhone 6
1cd85a84fa60,Сумка Calliope,Calliope Bag
1cdacbbfb1e3,Туфли и балетки,Shoes and ballet flats
1ce47cd6efa0,"Гараж, 25 м²",Garage of 25 m2
1cef556a38ca,Аппарат для попкорна gastrorag серия VBG,Popcorn maker VBG gastrorag series
1cf578ed0bea,Ремонт бытовой техники,Repair of household appliances
1d0259580a92,Телевизор LG в отличном состоянии,LG TV in excellent condition
1d44cda77bbd,Молокоотсос Авент Филипс ручной,AVENT Philips manual breast pump
1d4ddcf64067,Проигрыватель виниловых пластинок 1958 г,Turntable of vinyl records 1958
1d6ef038fe29,Смартфон,Smartphone
1d926cb796bc,Куртка на кож зам на меху,Jacket skins Deputy fur
1dbcf8034d80,Wi-Fi роутер TP-link TL-WR1043ND,Wi-Fi router TP-link TL-WR1043ND
1dd3ff01ef3f,Корм с доставкой,Food delivery
1ddee83b8253,Нескользящая металлическая миска,Non-slip metal bowl
1de647b0b199,Платье,Dress
1e2560baf330,Гончарный круг,Potter's wheel
1e2abc02e900,"Лермонтов ""Стихотворения и поэмы""","Lermontov "" Poems and poems"""
1e316b9c23e0,Бортики для кроватки,Sides for a bed
1e3d9a95031c,Матрасик для купания 0-13 кг,Changing Mat for swimming 0-13 kg
1e4199130015,Куплю дом,Buy a house
1e4bf3590ba0,Новая шапка,Blouse with flowers
1e61c81168fb,Кеды,Sneakers
1e801dd945f7,Телевизор,TV
1e80c80bde82,Пуховик для девочки. Очень теплый. На рост 140. Ид,Down jacket for girls. Very warm. On growth 140. Ides'
1e914e8b0a3f,Щипцы для завивки волос,Curling iron hair
1e9973edff18,Люстра,Chandelier
1ea9d7ccbfd7,Балетки,Envelope for discharge
1eae0efd6651,Полосатое платье,Striped dress
1ebb8a27fabf,Новая игривая юбка с воланами,New playful flounced skirt
1edb77aec823,Куртка кожаная женская,Women's leather jacket
1f1e62717106,Комбинезон для мальчика,Jumpsuit for boy
1f2f2374d736,4G роутер теле2,4G router Tele2
1f42f7f3a17f,Сумка,Bag
1f4afc7b8291,Толковый словарь,Explanatory dictionary
1f4e7c66185a,Шуба из нутрии.Новая.Идеальное состояние,Nutria fur coat.New.Perfect condition
1f5130d2f103,Маска сварная Хамелеон,Welded chameleon mask
1f60a8763eba,Apple iPhone 4 8гб,Apple iPhone 4 8GB
1f72ec3a4de4,Бордовое платье,Burgundy dress
1f93445dca4f,Коляска трость Silver Cross Zest,Stroller cane Silver Cross Zest
1f9ac24fa2d6,Дом 66 м² на участке 19 сот.,House of 66 m2 on a plot of 19 hundred.
1fa1f67011fc,Вязанная шапка труба,Knitted cap tube
1fb922f66a4f,Коттедж 450 м² на участке 10 сот.,Cottage of 450 m2 on a plot of 10 hundred.
1fbc0fe7bb37,"Рюмки, 5 шт","Glasses, 5 PCs"
1fd4d91fef90,Комбинезон-шубка +шапочка,Jumpsuit-fur coat + hat
1fdc1f516d1c,Ковер,Carpet
1fe3b0a81883,"ГАЗ 24 Волга, 1975",Men's sheepskin coat
1fe6718f9e9f,Плиточный клей Unis,Unis tile adhesive
2010f47da52a,Демисезонный комплект lassie by reima,Lassie by reima demi-season kit
2018b6ed9222,Продам стулья,Sneakers
203936129fd0,Комбинезон Carters,Carters Jumpsuit
204aff14c22e,Джинсы летние,Jeans summer
208eb5712a7e,Коммутатор TP-link TL-S1005d,TP-link TL-S1005d switch
2093d562ae8a,Сансевиерии цилиндрические,Sansevieria cylindrical
209a19488c92,Зеркало,Mirror
20a9e67d4074,Еткульский настоящий мёд,Etkul real honey
20ac693c62e8,Компрессор Ehiem 400,Compressor Ehiem 400
20d0a2402195,Ванная вашей мечты за 16 дней!,Your dream bathroom in 16 days!
20f734ca5c00,"2-к квартира, 50 м², 7/10 эт.","2-room apartment, 50 m2, 7/10 FL."
2100afbcf61a,Кушетка для косметологических услуг и массажа б/у,Daybed for beauty services and massage used
2106af88bb6f,Медогонка,Extractor
2114062a821f,Велосипед,Bike
211ac8af14a6,Парикмахерские услуги,Hairdressing services
211cffb4b81d,От Иркутской до Ленинградской - регионы. Альбомы,From Irkutsk to Leningrad - regions. Albums
21208d38b616,Дверь металлическая,Dress new
2121d5a5438a,Платье для девочки next,The dress for the girl next
2123dd46c560,Кроссовки adidas р 29,Adidas R 29
21423c9289ac,Шорты джинсовые grtd Jeans 27 р-р новые,Grtd shorts denim Jeans 27 R-R new
214df9ba7e56,Толстовки на 4-6 лет,Hoodies for 4-6 years
216303bf6cd8,Солнцезащитные очки,Sunglasses
217824e8e4b7,Пиджак,Jacket
2188a12967e8,Декоративный светильник с реостатом,Decorative lamp with rheostat
21af089014a2,Платье mango,New jeans
21b0879d44b9,Платье,Dress
21c491196d05,Платьe новоe,Sennheiser e 845 microphone
21c4c31cbde6,Продам роликовые коньки,Sell roller skates
21ce3f36f8d8,Монитор,Monitor
21e9109cea45,Полу ботинки,Semi boots
21ee37e32e0a,"Ноутбук Lenovo Yoga YG910-13IKB новый, гарантия","Lenovo yoga yg910-13IKB new laptop, warranty"
21f288753f01,Тумба,Pedestal
21f6bc191291,Свитер art.17mar/5061,Sweater art.17mar/5061
21f705efd84f,Сарафан летний,Sundress summer
22040ed0897e,Radeon HD 6670,Radeon HD 6670
220c26b22a82,Наматрасник новый,Mattress cover new
22226612e10e,Пропитка огнезащитная,Flame retardant impregnation
222efd0c0e87,Сниму 1-к квартиру,Rent 1-to an apartment
2232916eca14,Спининг арт 547188,Spinning art. 547188
223a02a4a8c0,Запанки Чехия,Cufflinks Czech Republic
224808504c4a,Кроссовки Адидас,Adidas Sneakers
2248ee967d01,Полуприцеп schmitz S01,Semi-trailer schmitz S01
2255fcfd680a,Комбинезоны и платье-боди на малышку,Overalls and bodysuit dress for baby
2272463fb67d,Весенний комплект в кроватку,Spring kit in bed
22785ae36185,Кофта(ветровка) forward оригинал,A jacket(windbreaker) forward the original
22a30cb0e826,Отделка И утепление балконов,Finishing and warming of balconies
22adfe3574da,Халат,Bathrobe
22b3bdb084c6,Куртка кожанная демисезонная женская,"Jacket, leather, demi-season, female"
22c5f9bc0ab4,Мужские ботинки Zara,Zara men's boots
22d5ab22f86d,Пакет одежды для мальчика 62 р,Coat
22da343316a4,"2-к квартира, 40 м², 5/5 эт.","2-room apartment, 40 m2, 5/5 floor."
22f4c212ca1c,Демисезонные пальто,Light overcoat
22fbf0b0df86,Продам новые куртки весна-осень из Германии,Will sell new jackets spring-autumn from Germany
2303bb42039b,"1-к квартира, 30 м², 1/5 эт.","1-room apartment, 30 m2, 1/5 floor."
2311b3533b0f,Евро набор разменных монет,Euro exchange coin set
232732f4524b,Сапоги зимние,Winter boots
2331285aada9,Шотландский красавчик,Scottish hottie
233fc99bbea6,Джинсы armani оригинал,Armani jeans original
23438f2f8f11,Кеды,Sneakers
234f08913a8c,Установка техники,Installation of equipment
236372667636,"Новая джинсовая юбочка, цвет белый","New denim skirt, white"
237016919656,Мод,Maud
23805af8f7b3,"2-к квартира, 44 м², 1/5 эт.","2-room apartment, 44 m2, 1/5 floor."
23b3b114abc1,Витрины холодильные,Refrigerated display cases
23b9f39ffe06,Полукомбинезон-штаны Хуппа рост 110см,Bib-pants Huppa growth 110cm
23c03a3f2260,"Гараж, 28 м²","Garage, 28 m2"
23ea25e758da,"Модель ""фаэтон""","Model "" Phaeton"""
23eb781f5680,Туфли р.35,Shoes p. 35
23f0fb55d84b,LG Flatron,LG Flatron
2416fc0dd0b9,Летние брюки,House of 31 m2 on a plot of 1.5 hundred.
243eda10bc08,Чехол Бампер Nillkin Redmi Note 4 + Redmi 4 pro,Case Bumper 4 Nillkin Redmi Note + Redmi 4 pro
24413366605b,Эйвон косметика,Avon cosmetics
244fcbd1f22b,Куртка женская,Women's jacket
24602be5bf72,Core 2 duo E6300/4гб/120гб,Core 2 duo E6300/4GB / 120GB
246a3ea36252,Книжки,Omasa
246e4cb034c3,Продам качели,Sell swing
2473dfbff275,Сандали,Sandals
2476f54ada1b,Сандалики Сказка,The Sandals Tale
248ef31bd23a,Санки,Sledge
249506255728,Окна от производителя,Windows from the manufacturer
24a36bf6c95b,Ремонт любой сложности,Repair of any complexity
24b31c4945ec,"Обувь YSL, Elisabetta Franchi, DG Dolce Gabbana","Shoes YSL, Elisabetta Franchi, DG Dolce Gabbana"
24b40d309d56,Стенка Шатура,Shatura Wall
24c60ed04d20,Платье,Dress
24fb2cc643f4,Женский рюкзак торговой марки labbra,Women's backpack brand labbra
2505574b3942,Красовки,Krasovki
250bf2896d3b,Продам ковер,Sell carpet
2513b41dcc7d,Стиральная машина Zanussi,Washing machine Zanussi
2528ea105de4,Пальто,Coat
253152c2a91c,Продам ортопедический матрас,Sell pillow top mattress
25380557cff5,Кофта,Jacket
2539f0124c6d,Молодняк кроликов,Young rabbits
25593dfe8fab,Пельмени и вареники по домашнему,Dumplings and dumplings at home
255a729a479d,"Toyota Corolla, 2007","Toyota Corolla, 2007"
2569abcb6776,Продам молодок,Sell pullets
256b6dd9df9e,Костюм весна-осень,Spring-autumn costume
2577da4415f0,Meizu pro 6,Meizu pro 6
2590a79e68b7,Скейтборд,Skateboard
259dc7c7583d,Продам два телефона Fly. На запчасти. Разбиты экра,Sell two mobile phones. For parts. Broken screen
25a2640799f0,Маникюр+гель лак,Manicure + gel Polish
25a47e92d0d9,"Участок 9 сот. (СНТ, ДНП)","A plot of 9 cells. (SNT, DNP)"
25b0dd856b5b,Продам электрокачели,Will sell elektrokacheli
25b61c6bbcae,Платье 48 размер,The dress is a size 48
25c009892254,Штроборез Prorab 9818,"The Chasers Prorab Rub9, 818"
25e334f0de98,Люлька-переноска,Cradle-carrying
25f4d8f5590d,Сумка eleganzza,Bag Oriflame Enigma dare to dream
25f728398c49,LG Nexus 5 104 гарантия обмен,LG Nexus 5 104 exchange warranty
25fc20bcbae9,Платье love republic,Love republic dress
25ffae634126,Ботинки весна-осень,Shoes spring-autumn
2610b0251e07,Журналы,Logs
2634eec71b4f,Huawei u8950-1,Huawei u8950-1
2637d5e8c847,Купальник из неопрена б/у,Swimsuit from neoprene used
263f0819a42c,"Ford Focus, 2004","Ford Focus, 2004"
264f979ce5e2,Орбита hd 911,Orbit hd 911
26650bc18dd5,Весенняя куртка женская,Women's spring jacket
